0.349687;1;1;8;4;2
0.2975883;1;1;16;1;2
0.3248628;1;1;32;1;2
0.9597597;1;1;8;1;4
0.9665275;1;1;16;1;4
1.0048859;1;1;32;1;4
2.0961375;1;1;8;1;6
2.1029592;1;1;16;1;6
2.1541714;1;1;32;1;6
3.7297925;1;1;8;1;8
3.7555493;1;1;16;1;8
3.8262188;1;1;32;1;8
5.8637158;1;1;16;1;10
5.9666602;1;1;32;1;10
8.4479717;1;1;16;1;12
8.5779941;1;1;32;1;12
11.7030254;1;1;32;1;14
15.3711025;1;1;32;1;16
19.4383672;1;1;32;1;18
0.30258;1;1;8;2;2
0.3023266;1;1;16;2;2
0.3183055;1;1;32;2;2
0.9751267;1;1;8;2;4
0.9814819;1;1;16;2;4
1.0052576;1;1;32;2;4
2.1310552;1;1;8;2;6
2.1376531;1;1;16;2;6
2.1637632;1;1;32;2;6
3.7751865;1;1;8;2;8
3.7877019;1;1;16;2;8
3.8187979;1;1;32;2;8
5.8929893;1;1;8;2;10
5.9129556;1;1;16;2;10
5.9525269;1;1;32;2;10
8.5157051;1;1;8;2;12
8.5870713;1;1;16;2;12
8.6353691;1;1;32;2;12
11.6598506;1;1;16;2;14
11.7210322;1;1;32;2;14
15.2326143;1;1;16;2;16
15.309542;1;1;32;2;16
19.3810059;1;1;32;2;18
23.9272461;1;1;32;2;20
0.3031802;1;1;8;3;2
0.3036671;1;1;16;3;2
0.3161797;1;1;32;3;2
0.9805964;1;1;8;3;4
0.9861818;1;1;16;3;4
1.0051586;1;1;32;3;4
2.1422725;1;1;8;3;6
2.1488667;1;1;16;3;6
2.1664626;1;1;32;3;6
3.7953157;1;1;8;3;8
3.8074255;1;1;16;3;8
3.8267998;1;1;32;3;8
5.9233901;1;1;8;3;10
5.9432417;1;1;16;3;10
5.9657075;1;1;32;3;10
8.5248145;1;1;8;3;12
8.5534756;1;1;16;3;12
8.580334;1;1;32;3;12
11.576082;1;1;8;3;14
11.6153145;1;1;16;3;14
11.647291;1;1;32;3;14
15.1742432;1;1;16;3;16
15.217333;1;1;32;3;16
19.2070176;1;1;16;3;18
19.2658711;1;1;32;3;18
23.7872441;1;1;32;3;20
0.3051197;1;1;8;4;2
0.3026111;1;1;16;4;2
0.3179002;1;1;32;4;2
0.9843511;1;1;8;4;4
0.9828292;1;1;16;4;4
1.0129664;1;1;32;4;4
2.1506033;1;1;8;4;6
2.1415574;1;1;16;4;6
2.184498;1;1;32;4;6
3.8097124;1;1;8;4;8
3.7940208;1;1;16;4;8
3.8586633;1;1;32;4;8
5.9470835;1;1;8;4;10
5.9221816;1;1;16;4;10
6.0175142;1;1;32;4;10
8.5597988;1;1;8;4;12
8.5238906;1;1;16;4;12
8.6561025;1;1;32;4;12
11.6241484;1;1;8;4;14
11.5748984;1;1;16;4;14
11.7531494;1;1;32;4;14
15.1210791;1;1;16;4;16
15.3526748;1;1;32;4;16
19.1378301;1;1;16;4;18
19.4382598;1;1;32;4;18
23.6326074;1;1;16;4;20
24.003416;1;1;32;4;20
0.3052567;1;1;8;5;2
0.3052791;1;1;16;5;2
1.0303379;1;1;8;5;4
0.99084;1;1;16;5;4
2.1814893;1;1;8;5;6
2.1594749;1;1;16;5;6
3.8113579;1;1;8;5;8
3.8269023;1;1;16;5;8
6.0073354;1;1;8;5;10
5.9740972;1;1;16;5;10
8.6195986;1;1;8;5;12
8.5978145;1;1;16;5;12
11.6652451;1;1;8;5;14
11.6763174;1;1;16;5;14
15.2345439;1;1;8;5;16
15.2531553;1;1;16;5;16
19.3037188;1;1;16;5;18
23.8341738;1;1;16;5;20
0.3792957;1;1;8;6;2
0.3003097;1;1;16;6;2
1.0389874;1;1;8;6;4
0.9758743;1;1;16;6;4
2.1907429;1;1;8;6;6
2.125866;1;1;16;6;6
3.8386609;1;1;8;6;8
3.7662886;1;1;16;6;8
5.9856426;1;1;8;6;10
5.8800054;1;1;16;6;10
8.5765547;1;1;8;6;12
8.4615146;1;1;16;6;12
11.6179277;1;1;8;6;14
11.4920654;1;1;16;6;14
15.1830459;1;1;8;6;16
15.0130166;1;1;16;6;16
19.1789824;1;1;8;6;18
19.0013887;1;1;16;6;18
23.4606191;1;1;16;6;20
0.3750836;1;1;8;7;2
0.3063821;1;1;16;7;2
0.9794886;1;1;8;7;4
0.9746434;1;1;16;7;4
2.1405244;1;1;8;7;6
2.1229912;1;1;16;7;6
3.8424016;1;1;8;7;8
3.7609919;1;1;16;7;8
5.9584019;1;1;8;7;10
5.8704463;1;1;16;7;10
8.5553408;1;1;8;7;12
8.4481543;1;1;16;7;12
11.6141777;1;1;8;7;14
11.4745117;1;1;16;7;14
15.1512627;1;1;8;7;16
14.9852676;1;1;16;7;16
19.1710625;1;1;8;7;18
18.9712129;1;1;16;7;18
23.4259551;1;1;16;7;20
0.3476373;1;1;8;8;2
0.3096884;1;1;16;8;2
1.0169581;1;1;8;8;4
0.9863391;1;1;16;8;4
2.1730571;1;1;8;8;6
2.1491914;1;1;16;8;6
3.8147729;1;1;8;8;8
3.8076721;1;1;16;8;8
5.9545732;1;1;8;8;10
5.9436865;1;1;16;8;10
8.5576357;1;1;8;8;12
8.5548652;1;1;16;8;12
11.6095166;1;1;8;8;14
11.6168428;1;1;16;8;14
15.1175684;1;1;8;8;16
15.1757266;1;1;16;8;16
19.128459;1;1;8;8;18
19.2092129;1;1;16;8;18
23.7152812;1;1;16;8;20
0.6393982;1;0;12;1;2
1.5794307;1;0;12;1;4
3.0877385;1;0;12;1;6
5.0966562;1;0;12;1;8
7.6075107;1;0;12;1;10
10.6220586;1;0;12;1;12
14.1408994;1;0;12;1;14
18.1616953;1;0;12;1;16
22.6828164;1;0;12;1;18
27.7107539;1;0;12;1;20
